,Hurricane Code,Hurricane Name,Timestamp,Status,Latitude,Longitude,Maximum Sustained Winds,Minimum Pressure,Radius of Maximum Winds,Shear Magnitude (kts),Shear Direction (deg)
686,AL082021,HENRI,2021-08-21 18:00:00,HU,35.4,-71.8,65,990,30,8.7,227
687,AL082021,HENRI,2021-08-22 00:00:00,HU,37.6,-70.9,65,988,25,6.0,240
688,AL082021,HENRI,2021-08-22 06:00:00,HU,39.4,-71.0,65,986,25,7.5,216
689,AL082021,HENRI,2021-08-22 12:00:00,TS,40.7,-71.3,55,986,25,3.6,256
690,AL082021,HENRI,2021-08-22 15:20:00,TS,41.2,-71.6,55,987,25,,
691,AL082021,HENRI,2021-08-22 16:15:00,TS,41.3,-71.8,55,988,25,,
692,AL082021,HENRI,2021-08-22 18:00:00,TS,41.5,-72.0,40,991,25,5.0,47
693,AL082021,HENRI,2021-08-23 00:00:00,TD,41.8,-73.0,30,1000,30,7.4,73
694,AL082021,HENRI,2021-08-23 06:00:00,TD,41.7,-74.4,25,1005,30,9.7,80
695,AL082021,HENRI,2021-08-23 12:00:00,TD,41.6,-74.2,25,1005,30,6.1,83
696,AL082021,HENRI,2021-08-23 18:00:00,LO,41.5,-73.8,25,1005,30,,
697,AL082021,HENRI,2021-08-24 00:00:00,LO,41.4,-72.7,20,1006,30,,
698,AL082021,HENRI,2021-08-24 06:00:00,LO,41.9,-71.2,20,1006,30,,
699,AL082021,HENRI,2021-08-24 12:00:00,LO,42.2,-69.6,20,1007,30,,
700,AL082021,HENRI,2021-08-24 18:00:00,LO,42.3,-67.3,25,1008,30,,
701,AL082022,GASTON,2022-09-19 12:00:00,LO,28.7,-46.3,25,1014,60,,
702,AL082022,GASTON,2022-09-19 18:00:00,LO,29.6,-45.8,25,1014,60,,
703,AL082022,GASTON,2022-09-20 00:00:00,LO,30.4,-45.8,25,1014,60,,
704,AL082022,GASTON,2022-09-20 06:00:00,LO,31.3,-45.9,25,1013,50,,
705,AL082022,GASTON,2022-09-20 12:00:00,TD,32.5,-45.8,30,1013,50,15.1,54
706,AL082022,GASTON,2022-09-20 18:00:00,TS,34.0,-45.0,35,1009,30,19.5,45
707,AL082022,GASTON,2022-09-21 00:00:00,TS,35.5,-44.1,45,1004,30,22.1,44
708,AL082022,GASTON,2022-09-21 06:00:00,TS,36.9,-43.1,55,999,25,24.2,50
709,AL082022,GASTON,2022-09-21 12:00:00,TS,37.9,-42.0,55,998,25,27.4,51
710,AL082022,GASTON,2022-09-21 18:00:00,TS,38.6,-40.7,55,998,25,29.9,51
711,AL082022,GASTON,2022-09-22 00:00:00,TS,39.4,-38.6,55,998,25,34.2,65
712,AL082022,GASTON,2022-09-22 06:00:00,TS,40.1,-36.5,55,998,25,33.2,78
713,AL082022,GASTON,2022-09-22 12:00:00,TS,40.7,-34.8,55,996,20,32.2,82
714,AL082022,GASTON,2022-09-22 18:00:00,TS,41.0,-33.1,55,994,20,34.3,88
715,AL082022,GASTON,2022-09-23 00:00:00,TS,41.1,-31.5,55,995,20,34.0,105
716,AL082022,GASTON,2022-09-23 06:00:00,TS,40.9,-30.1,55,995,20,25.5,114
717,AL082022,GASTON,2022-09-23 12:00:00,TS,40.5,-29.2,55,995,20,24.2,102
718,AL082022,GASTON,2022-09-23 18:00:00,TS,39.8,-28.8,50,997,20,25.8,106
719,AL082022,GASTON,2022-09-24 00:00:00,TS,39.1,-29.2,45,999,20,23.3,114
720,AL082022,GASTON,2022-09-24 06:00:00,TS,38.7,-29.7,45,1000,20,16.6,104
721,AL082022,GASTON,2022-09-24 12:00:00,TS,38.2,-30.4,40,1001,40,21.8,96
722,AL082022,GASTON,2022-09-24 18:00:00,TS,38.0,-31.4,45,998,50,22.5,103
723,AL082022,GASTON,2022-09-25 00:00:00,TS,38.4,-32.7,45,998,50,25.3,117
724,AL082022,GASTON,2022-09-25 06:00:00,TS,38.9,-34.1,45,999,50,25.0,125
725,AL082022,GASTON,2022-09-25 12:00:00,TS,39.4,-35.7,45,999,50,32.0,135
726,AL082022,GASTON,2022-09-25 18:00:00,TS,39.2,-37.0,40,1000,50,26.5,147
727,AL082022,GASTON,2022-09-26 00:00:00,LO,38.8,-37.7,35,1007,50,,
728,AL082022,GASTON,2022-09-26 06:00:00,LO,38.5,-38.5,35,1010,50,,
729,AL082022,GASTON,2022-09-26 12:00:00,LO,38.4,-39.4,30,1011,50,,
730,AL082022,GASTON,2022-09-26 18:00:00,LO,38.2,-40.4,30,1012,50,,
731,AL082022,GASTON,2022-09-27 00:00:00,LO,38.0,-41.5,30,1012,50,,
732,AL082022,GASTON,2022-09-27 06:00:00,LO,37.6,-42.8,30,1013,50,,
733,AL082022,GASTON,2022-09-27 12:00:00,LO,37.2,-44.2,25,1014,50,,
734,AL082022,GASTON,2022-09-27 18:00:00,LO,37.0,-45.9,25,1015,50,,
735,AL082023,FRANKLIN,2023-08-19 18:00:00,LO,12.8,-60.5,25,1006,90,,
736,AL082023,FRANKLIN,2023-08-20 00:00:00,LO,13.1,-62.1,25,1006,90,,
737,AL082023,FRANKLIN,2023-08-20 06:00:00,TD,13.5,-63.7,30,1004,30,22.8,93
738,AL082023,FRANKLIN,2023-08-20 12:00:00,TS,14.0,-65.2,35,1002,30,25.3,100
739,AL082023,FRANKLIN,2023-08-20 18:00:00,TS,14.5,-66.6,40,1001,25,24.2,99
740,AL082023,FRANKLIN,2023-08-21 00:00:00,TS,14.8,-67.9,45,999,25,22.0,91
741,AL082023,FRANKLIN,2023-08-21 06:00:00,TS,14.8,-68.8,45,999,25,24.2,101
742,AL082023,FRANKLIN,2023-08-21 12:00:00,TS,14.6,-69.5,45,999,30,22.0,107
743,AL082023,FRANKLIN,2023-08-21 18:00:00,TS,14.1,-70.0,45,1002,30,15.2,104
744,AL082023,FRANKLIN,2023-08-22 00:00:00,TS,14.0,-70.4,45,1002,40,15.4,101
745,AL082023,FRANKLIN,2023-08-22 06:00:00,TS,14.1,-70.9,40,1002,50,20.4,109
746,AL082023,FRANKLIN,2023-08-22 12:00:00,TS,14.8,-71.1,40,1003,50,20.0,111
747,AL082023,FRANKLIN,2023-08-22 18:00:00,TS,15.6,-71.3,35,1003,70,17.8,94
748,AL082023,FRANKLIN,2023-08-23 00:00:00,TS,16.5,-71.4,35,1003,70,19.2,76
749,AL082023,FRANKLIN,2023-08-23 06:00:00,TS,17.3,-71.4,40,1003,70,19.2,77
750,AL082023,FRANKLIN,2023-08-23 10:00:00,TS,17.9,-71.2,40,1003,70,,
751,AL082023,FRANKLIN,2023-08-23 12:00:00,TS,18.3,-71.1,40,1005,70,16.0,73
752,AL082023,FRANKLIN,2023-08-23 18:00:00,TS,19.4,-70.8,35,1004,70,15.4,66
753,AL082023,FRANKLIN,2023-08-24 00:00:00,TS,20.6,-70.6,40,1005,25,17.7,63
754,AL082023,FRANKLIN,2023-08-24 06:00:00,TS,21.6,-70.5,45,1001,25,21.6,84
755,AL082023,FRANKLIN,2023-08-24 12:00:00,TS,22.0,-70.0,50,998,30,21.2,104
756,AL082023,FRANKLIN,2023-08-24 18:00:00,TS,22.2,-69.3,50,1000,40,17.3,108
757,AL082023,FRANKLIN,2023-08-25 00:00:00,TS,22.4,-68.5,50,1000,40,18.6,99
758,AL082023,FRANKLIN,2023-08-25 06:00:00,TS,22.2,-68.1,50,1000,40,24.6,111
759,AL082023,FRANKLIN,2023-08-25 12:00:00,TS,21.9,-67.9,45,1003,40,20.9,129
760,AL082023,FRANKLIN,2023-08-25 18:00:00,TS,21.8,-67.3,45,1003,40,15.0,125
761,AL082023,FRANKLIN,2023-08-26 00:00:00,TS,22.2,-66.5,50,1002,30,17.5,104
762,AL082023,FRANKLIN,2023-08-26 06:00:00,TS,22.6,-66.0,55,992,20,18.7,111
763,AL082023,FRANKLIN,2023-08-26 12:00:00,HU,23.2,-66.5,65,989,15,13.0,111
764,AL082023,FRANKLIN,2023-08-26 18:00:00,HU,23.5,-67.3,70,982,15,6.9,93
765,AL082023,FRANKLIN,2023-08-27 00:00:00,HU,23.9,-67.9,75,977,15,6.8,84
766,AL082023,FRANKLIN,2023-08-27 06:00:00,HU,24.4,-68.5,75,973,10,6.6,138
767,AL082023,FRANKLIN,2023-08-27 12:00:00,HU,24.9,-69.1,80,970,10,6.1,231
768,AL082023,FRANKLIN,2023-08-27 18:00:00,HU,25.5,-69.7,80,967,10,3.1,296
769,AL082023,FRANKLIN,2023-08-28 00:00:00,HU,26.0,-70.3,85,964,10,2.2,143
770,AL082023,FRANKLIN,2023-08-28 06:00:00,HU,26.7,-70.6,100,951,10,7.6,162
771,AL082023,FRANKLIN,2023-08-28 12:00:00,HU,27.5,-70.9,125,937,10,6.9,171
772,AL082023,FRANKLIN,2023-08-28 18:00:00,HU,28.2,-71.1,125,931,10,3.0,121
773,AL082023,FRANKLIN,2023-08-29 00:00:00,HU,28.9,-71.1,130,926,5,8.9,106
774,AL082023,FRANKLIN,2023-08-29 06:00:00,HU,29.7,-71.0,120,935,5,11.3,129
775,AL082023,FRANKLIN,2023-08-29 12:00:00,HU,30.3,-70.7,115,941,20,8.1,100
776,AL082023,FRANKLIN,2023-08-29 18:00:00,HU,31.1,-70.2,110,947,20,10.3,86
777,AL082023,FRANKLIN,2023-08-30 00:00:00,HU,31.8,-69.5,100,953,25,15.1,115
778,AL082023,FRANKLIN,2023-08-30 06:00:00,HU,32.6,-68.7,95,956,30,20.6,129
779,AL082023,FRANKLIN,2023-08-30 12:00:00,HU,33.2,-67.8,95,958,30,21.0,140
780,AL082023,FRANKLIN,2023-08-30 18:00:00,HU,33.9,-66.7,90,960,25,23.4,151
781,AL082023,FRANKLIN,2023-08-31 00:00:00,HU,34.4,-65.2,90,961,25,29.4,162
782,AL082023,FRANKLIN,2023-08-31 06:00:00,HU,34.7,-63.9,85,963,20,29.7,170
783,AL082023,FRANKLIN,2023-08-31 12:00:00,HU,35.1,-62.6,85,964,20,26.1,168
784,AL082023,FRANKLIN,2023-08-31 18:00:00,HU,35.6,-61.1,80,969,30,21.9,166
785,AL082023,FRANKLIN,2023-09-01 00:00:00,HU,36.4,-59.7,75,975,30,17.8,139
786,AL082023,FRANKLIN,2023-09-01 06:00:00,HU,37.4,-58.2,70,978,40,20.1,108
787,AL082023,FRANKLIN,2023-09-01 12:00:00,HU,38.2,-56.6,65,982,50,31.0,81
788,AL082023,FRANKLIN,2023-09-01 18:00:00,EX,38.8,-54.6,70,979,50,,
789,AL082023,FRANKLIN,2023-09-02 00:00:00,EX,39.6,-52.0,70,979,50,,
790,AL082023,FRANKLIN,2023-09-02 06:00:00,EX,41.2,-48.8,70,980,50,,
791,AL082023,FRANKLIN,2023-09-02 12:00:00,EX,43.0,-45.9,65,981,60,,
792,AL082023,FRANKLIN,2023-09-02 18:00:00,EX,44.8,-43.4,65,982,70,,
793,AL082023,FRANKLIN,2023-09-03 00:00:00,EX,45.8,-41.0,65,984,80,,
794,AL082023,FRANKLIN,2023-09-03 06:00:00,EX,46.4,-38.7,60,986,80,,
795,AL082023,FRANKLIN,2023-09-03 12:00:00,EX,47.0,-36.2,55,988,70,,
796,AL082023,FRANKLIN,2023-09-03 18:00:00,EX,47.7,-33.4,55,990,40,,
797,AL082023,FRANKLIN,2023-09-04 00:00:00,EX,47.8,-30.8,50,991,60,,
798,AL082023,FRANKLIN,2023-09-04 06:00:00,EX,47.5,-28.6,45,993,60,,
799,AL082023,FRANKLIN,2023-09-04 12:00:00,EX,47.1,-27.3,40,994,80,,
800,AL082023,FRANKLIN,2023-09-04 18:00:00,EX,46.7,-26.8,40,995,100,,
801,AL082023,FRANKLIN,2023-09-05 00:00:00,EX,46.0,-26.6,40,995,100,,
802,AL082023,FRANKLIN,2023-09-05 06:00:00,EX,44.6,-26.3,40,995,100,,
803,AL082023,FRANKLIN,2023-09-05 12:00:00,EX,42.8,-25.4,40,995,100,,
804,AL082023,FRANKLIN,2023-09-05 18:00:00,EX,41.0,-23.8,40,995,100,,
805,AL082023,FRANKLIN,2023-09-06 00:00:00,EX,40.1,-21.6,35,995,100,,
806,AL082023,FRANKLIN,2023-09-06 06:00:00,EX,40.1,-19.4,35,995,100,,
807,AL082023,FRANKLIN,2023-09-06 12:00:00,EX,41.3,-17.7,40,993,70,,
808,AL082023,FRANKLIN,2023-09-06 18:00:00,EX,43.3,-16.5,45,992,50,,
809,AL082023,FRANKLIN,2023-09-07 00:00:00,EX,45.4,-16.0,50,991,30,,
810,AL082023,FRANKLIN,2023-09-07 06:00:00,EX,46.8,-16.1,50,991,30,,
811,AL082023,FRANKLIN,2023-09-07 12:00:00,EX,47.7,-16.3,45,993,30,,
812,AL082023,FRANKLIN,2023-09-07 18:00:00,EX,48.5,-16.5,40,996,30,,
813,AL082023,FRANKLIN,2023-09-08 00:00:00,EX,48.5,-17.2,35,998,30,,
814,AL082023,FRANKLIN,2023-09-08 06:00:00,EX,48.3,-17.8,30,1001,30,,
815,AL082023,FRANKLIN,2023-09-08 12:00:00,EX,47.9,-18.5,30,1004,30,,
816,AL082023,FRANKLIN,2023-09-08 18:00:00,EX,47.2,-18.9,30,1006,30,,
817,AL082023,FRANKLIN,2023-09-09 00:00:00,EX,46.3,-19.1,30,1007,30,,
818,AL082023,FRANKLIN,2023-09-09 06:00:00,EX,45.3,-19.4,30,1007,30,,
819,AL082023,FRANKLIN,2023-09-09 12:00:00,EX,44.1,-19.8,25,1008,30,,
820,AL082023,FRANKLIN,2023-09-09 18:00:00,EX,43.1,-20.3,25,1008,30,,
821,AL092021,IDA,2021-08-26 12:00:00,TD,16.5,-78.9,30,1006,60,10.9,84
822,AL092021,IDA,2021-08-26 18:00:00,TS,17.4,-79.5,35,1006,50,10.9,59
823,AL092021,IDA,2021-08-27 00:00:00,TS,18.3,-80.2,40,1004,50,14.0,52
824,AL092021,IDA,2021-08-27 06:00:00,TS,19.4,-80.9,45,1002,40,13.4,70
825,AL092021,IDA,2021-08-27 12:00:00,TS,20.4,-81.7,55,996,30,12.5,69
826,AL092021,IDA,2021-08-27 18:00:00,HU,21.5,-82.6,70,987,20,11.4,67
827,AL092021,IDA,2021-08-27 23:25:00,HU,22.4,-83.2,70,988,20,,
828,AL092021,IDA,2021-08-28 00:00:00,HU,22.6,-83.5,70,989,20,11.5,61
829,AL092021,IDA,2021-08-28 06:00:00,HU,23.5,-84.7,70,987,20,13.1,95
830,AL092021,IDA,2021-08-28 12:00:00,HU,24.4,-85.7,70,986,20,14.0,116
831,AL092021,IDA,2021-08-28 18:00:00,HU,25.6,-86.6,80,976,20,11.1,109
832,AL092021,IDA,2021-08-29 00:00:00,HU,26.7,-87.6,90,967,20,12.5,105
833,AL092021,IDA,2021-08-29 06:00:00,HU,27.6,-88.7,115,950,15,17.7,122
834,AL092021,IDA,2021-08-29 12:00:00,HU,28.5,-89.6,130,929,10,16.2,143
835,AL092021,IDA,2021-08-29 16:55:00,HU,29.1,-90.2,130,931,10,,
836,AL092021,IDA,2021-08-29 18:00:00,HU,29.2,-90.4,125,932,10,11.2,127
837,AL092021,IDA,2021-08-30 00:00:00,HU,29.9,-90.6,105,944,10,15.1,108
838,AL092021,IDA,2021-08-30 06:00:00,HU,30.6,-90.8,65,978,30,21.7,115
839,AL092021,IDA,2021-08-30 12:00:00,TS,31.5,-90.9,40,992,40,19.4,112
840,AL092021,IDA,2021-08-30 18:00:00,TS,32.2,-90.5,35,996,80,20.2,92
841,AL092021,IDA,2021-08-31 00:00:00,TD,33.0,-90.0,30,996,250,22.4,89
842,AL092021,IDA,2021-08-31 06:00:00,TD,33.8,-89.4,25,996,210,25.1,101
843,AL092021,IDA,2021-08-31 12:00:00,TD,34.4,-88.4,25,996,250,20.2,112
844,AL092021,IDA,2021-08-31 18:00:00,TD,35.1,-87.1,20,999,250,16.3,92
845,AL092021,IDA,2021-09-01 00:00:00,TD,35.8,-85.5,20,1000,270,18.2,88
846,AL092021,IDA,2021-09-01 06:00:00,TD,36.7,-83.6,20,1000,270,21.0,84
847,AL092021,IDA,2021-09-01 12:00:00,EX,37.7,-81.5,25,1000,300,,
848,AL092021,IDA,2021-09-01 18:00:00,EX,39.0,-78.5,30,999,210,,
849,AL092021,IDA,2021-09-02 00:00:00,EX,39.8,-75.6,35,997,150,,
850,AL092021,IDA,2021-09-02 06:00:00,EX,40.6,-72.8,40,997,150,,
851,AL092021,IDA,2021-09-02 12:00:00,EX,41.4,-69.7,40,997,150,,
852,AL092021,IDA,2021-09-02 18:00:00,EX,43.3,-67.2,40,996,150,,
853,AL092021,IDA,2021-09-03 00:00:00,EX,45.4,-64.7,40,995,150,,
854,AL092021,IDA,2021-09-03 06:00:00,EX,46.6,-63.6,45,992,120,,
855,AL092021,IDA,2021-09-03 12:00:00,EX,47.5,-62.7,45,991,90,,
856,AL092021,IDA,2021-09-03 18:00:00,EX,48.6,-62.4,45,992,90,,
857,AL092021,IDA,2021-09-04 00:00:00,EX,48.8,-63.1,45,992,90,,
858,AL092021,IDA,2021-09-04 06:00:00,EX,48.7,-63.9,40,992,90,,
859,AL092021,IDA,2021-09-04 12:00:00,EX,47.6,-63.9,35,996,90,,
860,AL092021,IDA,2021-09-04 18:00:00,EX,46.6,-63.5,30,999,90,,
861,AL092022,IAN,2022-09-22 18:00:00,LO,12.3,-66.3,30,1006,70,,
862,AL092022,IAN,2022-09-23 00:00:00,LO,12.9,-67.2,30,1006,70,,
863,AL092022,IAN,2022-09-23 06:00:00,TD,13.7,-68.1,30,1006,60,27.5,225
864,AL092022,IAN,2022-09-23 12:00:00,TD,14.2,-69.3,30,1006,60,27.3,223
865,AL092022,IAN,2022-09-23 18:00:00,TD,14.6,-70.6,30,1006,60,23.7,229
866,AL092022,IAN,2022-09-24 00:00:00,TS,14.7,-71.7,35,1005,30,13.6,235
867,AL092022,IAN,2022-09-24 06:00:00,TS,14.7,-72.9,35,1005,30,9.2,206
868,AL092022,IAN,2022-09-24 12:00:00,TS,14.5,-74.4,40,1003,30,11.8,182
869,AL092022,IAN,2022-09-24 18:00:00,TS,14.4,-75.8,40,1003,30,9.0,187
870,AL092022,IAN,2022-09-25 00:00:00,TS,14.6,-77.2,40,1003,30,4.5,155
871,AL092022,IAN,2022-09-25 06:00:00,TS,14.6,-78.3,40,1003,30,8.0,132
872,AL092022,IAN,2022-09-25 12:00:00,TS,15.0,-79.4,40,1003,30,10.6,151
873,AL092022,IAN,2022-09-25 18:00:00,TS,15.8,-80.1,40,1003,30,7.9,176
874,AL092022,IAN,2022-09-26 00:00:00,TS,16.8,-80.9,50,991,30,2.0,145
875,AL092022,IAN,2022-09-26 06:00:00,HU,17.7,-81.7,65,985,15,3.6,85
876,AL092022,IAN,2022-09-26 12:00:00,HU,18.7,-82.4,70,981,15,6.5,88
877,AL092022,IAN,2022-09-26 18:00:00,HU,19.7,-83.0,80,976,20,4.5,51
878,AL092022,IAN,2022-09-27 00:00:00,HU,20.8,-83.3,85,965,20,8.0,19
879,AL092022,IAN,2022-09-27 06:00:00,HU,21.8,-83.6,100,956,15,13.7,28
880,AL092022,IAN,2022-09-27 08:30:00,HU,22.2,-83.7,110,947,15,,
881,AL092022,IAN,2022-09-27 12:00:00,HU,22.6,-83.6,100,963,15,17.0,32
882,AL092022,IAN,2022-09-27 18:00:00,HU,23.5,-83.3,105,951,15,17.5,30
883,AL092022,IAN,2022-09-28 00:00:00,HU,24.4,-83.0,105,947,20,23.1,25
884,AL092022,IAN,2022-09-28 02:00:00,HU,24.6,-82.9,110,952,20,,
885,AL092022,IAN,2022-09-28 06:00:00,HU,25.2,-82.9,120,945,20,27.0,36
886,AL092022,IAN,2022-09-28 12:00:00,HU,26.0,-82.7,140,937,20,27.8,36
887,AL092022,IAN,2022-09-28 18:00:00,HU,26.6,-82.4,135,938,20,29.4,35
888,AL092022,IAN,2022-09-28 19:05:00,HU,26.7,-82.2,130,941,20,,
889,AL092022,IAN,2022-09-28 20:35:00,HU,26.8,-82.0,125,945,20,,
890,AL092022,IAN,2022-09-29 00:00:00,HU,27.2,-81.7,100,960,20,34.2,46
891,AL092022,IAN,2022-09-29 06:00:00,HU,27.7,-81.1,65,985,20,35.6,61
892,AL092022,IAN,2022-09-29 12:00:00,TS,28.4,-80.6,60,987,40,33.3,61
893,AL092022,IAN,2022-09-29 18:00:00,HU,28.9,-80.1,65,986,40,33.3,51
894,AL092022,IAN,2022-09-30 00:00:00,HU,29.6,-79.4,70,986,40,39.1,53
895,AL092022,IAN,2022-09-30 06:00:00,HU,30.3,-79.1,75,984,40,41.0,62
896,AL092022,IAN,2022-09-30 12:00:00,HU,31.5,-79.0,75,980,40,38.5,59
897,AL092022,IAN,2022-09-30 18:00:00,HU,33.3,-79.2,70,978,40,43.0,51
898,AL092022,IAN,2022-09-30 18:05:00,HU,33.3,-79.2,70,978,40,,
899,AL092022,IAN,2022-10-01 00:00:00,EX,34.4,-79.3,50,990,80,,
900,AL092022,IAN,2022-10-01 06:00:00,EX,35.3,-79.7,30,999,180,,
901,AL092023,HAROLD,2023-08-21 12:00:00,DB,24.7,-89.2,25,1008,90,,
902,AL092023,HAROLD,2023-08-21 18:00:00,TD,25.0,-90.8,30,1008,90,14.1,43
903,AL092023,HAROLD,2023-08-22 00:00:00,TD,25.4,-92.4,30,1008,70,14.4,45
904,AL092023,HAROLD,2023-08-22 06:00:00,TS,25.8,-94.3,40,1003,50,8.6,62
905,AL092023,HAROLD,2023-08-22 12:00:00,TS,26.8,-96.4,50,996,30,6.1,333
906,AL092023,HAROLD,2023-08-22 15:00:00,TS,27.1,-97.4,50,995,30,,
907,AL092023,HAROLD,2023-08-22 18:00:00,TS,27.3,-98.3,40,997,30,15.2,340
908,AL092023,HAROLD,2023-08-23 00:00:00,TD,27.7,-100.1,30,1002,40,11.5,2
909,AL092023,HAROLD,2023-08-23 06:00:00,TD,28.5,-101.7,25,1007,50,7.6,347
910,AL092023,HAROLD,2023-08-23 12:00:00,LO,29.7,-103.3,20,1011,50,,
911,AL102021,KATE,2021-08-27 12:00:00,LO,13.1,-47.3,25,1009,70,,
912,AL102021,KATE,2021-08-27 18:00:00,LO,13.3,-48.4,25,1009,60,,
913,AL102021,KATE,2021-08-28 00:00:00,LO,13.5,-49.5,25,1009,50,,
914,AL102021,KATE,2021-08-28 06:00:00,TD,13.7,-49.8,30,1008,40,22.2,81
915,AL102021,KATE,2021-08-28 12:00:00,TD,14.5,-50.0,30,1008,40,24.7,97
916,AL102021,KATE,2021-08-28 18:00:00,TD,15.2,-50.0,30,1008,40,21.1,99
917,AL102021,KATE,2021-08-29 00:00:00,TD,16.2,-49.9,30,1008,40,22.6,107
918,AL102021,KATE,2021-08-29 06:00:00,TD,17.3,-50.0,30,1008,35,24.2,120
919,AL102021,KATE,2021-08-29 12:00:00,TD,18.4,-50.2,30,1008,35,24.1,128
920,AL102021,KATE,2021-08-29 18:00:00,TD,19.2,-50.3,30,1008,35,17.6,121
921,AL102021,KATE,2021-08-30 00:00:00,TD,19.8,-50.5,30,1008,30,18.4,106
922,AL102021,KATE,2021-08-30 06:00:00,TS,20.5,-50.6,35,1006,30,25.8,108
923,AL102021,KATE,2021-08-30 12:00:00,TS,21.3,-50.8,40,1004,25,28.2,122
924,AL102021,KATE,2021-08-30 18:00:00,TS,22.1,-50.9,35,1006,30,23.2,126
925,AL102021,KATE,2021-08-31 00:00:00,TS,22.6,-50.9,35,1006,35,23.7,117
926,AL102021,KATE,2021-08-31 06:00:00,TS,22.8,-50.9,35,1006,40,27.5,122
927,AL102021,KATE,2021-08-31 12:00:00,TD,23.2,-50.9,30,1007,40,27.2,125
928,AL102021,KATE,2021-08-31 18:00:00,TD,23.9,-50.9,30,1007,40,22.1,133
929,AL102021,KATE,2021-09-01 00:00:00,TD,24.6,-51.2,30,1007,40,19.3,136
930,AL102021,KATE,2021-09-01 06:00:00,TD,25.3,-51.5,30,1008,45,17.7,140
931,AL102021,KATE,2021-09-01 12:00:00,TD,26.6,-52.3,30,1009,45,15.7,162
932,AL102022,HERMINE,2022-09-23 06:00:00,LO,16.6,-19.4,30,1005,60,,
933,AL102022,HERMINE,2022-09-23 12:00:00,TD,17.4,-19.9,30,1004,50,11.9,52
934,AL102022,HERMINE,2022-09-23 18:00:00,TS,18.1,-20.3,35,1003,40,13.5,34
935,AL102022,HERMINE,2022-09-24 00:00:00,TS,18.7,-20.7,35,1003,40,13.0,33
936,AL102022,HERMINE,2022-09-24 06:00:00,TS,19.4,-20.9,35,1004,40,15.1,52
937,AL102022,HERMINE,2022-09-24 12:00:00,TD,20.3,-20.9,30,1005,50,17.2,49
938,AL102022,HERMINE,2022-09-24 18:00:00,TD,21.4,-20.7,30,1006,60,20.2,50
939,AL102022,HERMINE,2022-09-25 00:00:00,LO,22.4,-20.5,30,1006,70,,
940,AL102022,HERMINE,2022-09-25 06:00:00,LO,23.1,-20.3,25,1007,80,,
941,AL102022,HERMINE,2022-09-25 12:00:00,LO,23.7,-20.1,25,1007,80,,
942,AL102022,HERMINE,2022-09-25 18:00:00,LO,24.1,-19.8,25,1008,90,,
943,AL102022,HERMINE,2022-09-26 00:00:00,LO,24.6,-19.4,25,1008,100,,
944,AL102023,IDALIA,2023-08-26 12:00:00,TD,20.8,-86.1,25,1006,90,6.6,138
945,AL102023,IDALIA,2023-08-26 18:00:00,TD,21.3,-86.2,25,1006,70,7.9,116
946,AL102023,IDALIA,2023-08-27 00:00:00,TD,21.1,-86.4,30,1004,40,9.5,97
947,AL102023,IDALIA,2023-08-27 06:00:00,TD,20.5,-86.8,30,1002,20,11.0,122
948,AL102023,IDALIA,2023-08-27 12:00:00,TS,19.9,-86.3,35,999,20,13.5,152
949,AL102023,IDALIA,2023-08-27 18:00:00,TS,19.9,-85.8,40,996,20,12.6,148
950,AL102023,IDALIA,2023-08-28 00:00:00,TS,19.8,-85.4,45,992,20,12.9,148
951,AL102023,IDALIA,2023-08-28 06:00:00,TS,19.9,-85.2,55,989,20,17.6,147
952,AL102023,IDALIA,2023-08-28 12:00:00,TS,20.6,-85.2,55,989,20,18.0,160
953,AL102023,IDALIA,2023-08-28 18:00:00,TS,21.2,-85.2,60,986,20,12.8,151
954,AL102023,IDALIA,2023-08-29 00:00:00,TS,21.8,-85.1,60,984,20,15.5,147
955,AL102023,IDALIA,2023-08-29 06:00:00,HU,22.6,-85.0,65,981,15,17.4,149
956,AL102023,IDALIA,2023-08-29 12:00:00,HU,23.8,-84.8,70,978,15,13.1,154
957,AL102023,IDALIA,2023-08-29 18:00:00,HU,25.3,-84.8,80,973,15,5.7,105
958,AL102023,IDALIA,2023-08-30 00:00:00,HU,26.9,-84.7,90,965,10,8.6,31
959,AL102023,IDALIA,2023-08-30 06:00:00,HU,28.3,-84.5,105,945,10,16.7,29
960,AL102023,IDALIA,2023-08-30 09:00:00,HU,29.1,-84.1,115,942,10,,
961,AL102023,IDALIA,2023-08-30 11:45:00,HU,29.9,-83.6,100,950,10,,
962,AL102023,IDALIA,2023-08-30 12:00:00,HU,30.0,-83.5,100,954,10,22.6,35
963,AL102023,IDALIA,2023-08-30 18:00:00,TS,31.5,-82.5,60,981,20,27.3,28
964,AL102023,IDALIA,2023-08-31 00:00:00,TS,32.7,-80.9,50,985,40,30.0,31
965,AL102023,IDALIA,2023-08-31 06:00:00,TS,33.5,-78.9,50,990,40,31.1,46
966,AL102023,IDALIA,2023-08-31 12:00:00,EX,33.7,-77.0,55,990,40,,
967,AL102023,IDALIA,2023-08-31 18:00:00,EX,33.6,-74.6,55,993,40,,
968,AL102023,IDALIA,2023-09-01 00:00:00,EX,33.4,-72.3,55,996,60,,
969,AL102023,IDALIA,2023-09-01 06:00:00,EX,32.7,-70.5,50,997,80,,
970,AL102023,IDALIA,2023-09-01 12:00:00,EX,32.3,-68.8,50,998,100,,
