,Hurricane Code,Hurricane Name,Timestamp,Status,Latitude,Longitude,Maximum Sustained Winds,Minimum Pressure,Radius of Maximum Winds,Shear Magnitude (kts),Shear Direction (deg)
0,AL012021,ANA,2021-05-20 00:00:00,EX,30.3,-55.5,30,1015,70,,
1,AL012021,ANA,2021-05-20 06:00:00,EX,31.5,-54.5,35,1013,70,,
2,AL012021,ANA,2021-05-20 12:00:00,EX,33.0,-53.0,40,1012,70,,
3,AL012021,ANA,2021-05-20 18:00:00,EX,34.2,-53.8,45,1010,90,,
4,AL012021,ANA,2021-05-21 00:00:00,EX,34.8,-55.0,50,1008,90,,
5,AL012021,ANA,2021-05-21 06:00:00,EX,35.5,-57.0,50,1006,90,,
6,AL012021,ANA,2021-05-21 12:00:00,EX,35.7,-59.3,45,1005,90,,
7,AL012021,ANA,2021-05-21 18:00:00,EX,35.0,-61.1,45,1005,80,,
8,AL012021,ANA,2021-05-22 00:00:00,EX,34.5,-61.8,40,1006,70,,
9,AL012021,ANA,2021-05-22 06:00:00,SS,34.2,-62.1,35,1006,60,15.9,75
10,AL012021,ANA,2021-05-22 12:00:00,SS,34.3,-62.7,35,1006,40,8.1,105
11,AL012021,ANA,2021-05-22 18:00:00,SS,34.2,-62.4,35,1006,20,13.6,91
12,AL012021,ANA,2021-05-23 00:00:00,TS,34.7,-61.8,40,1005,15,18.1,94
13,AL012021,ANA,2021-05-23 06:00:00,TS,35.4,-61.1,40,1004,15,14.5,104
14,AL012021,ANA,2021-05-23 12:00:00,TS,36.1,-60.3,35,1005,15,13.7,127
15,AL012021,ANA,2021-05-23 18:00:00,LO,36.8,-58.7,35,1006,20,,
16,AL012021,ANA,2021-05-24 00:00:00,LO,37.6,-56.7,35,1007,20,,
17,AL012022,ALEX,2022-06-02 18:00:00,DB,21.3,-87.5,30,1004,80,,
18,AL012022,ALEX,2022-06-03 00:00:00,DB,21.6,-87.3,30,1003,80,,
19,AL012022,ALEX,2022-06-03 06:00:00,DB,21.9,-87.1,35,1003,80,,
20,AL012022,ALEX,2022-06-03 12:00:00,DB,22.2,-86.9,35,1003,120,,
21,AL012022,ALEX,2022-06-03 18:00:00,DB,22.8,-86.3,35,1003,180,,
22,AL012022,ALEX,2022-06-04 00:00:00,DB,23.9,-85.1,35,1003,180,,
23,AL012022,ALEX,2022-06-04 06:00:00,DB,25.0,-83.7,35,1003,180,,
24,AL012022,ALEX,2022-06-04 12:00:00,DB,26.2,-82.0,35,1002,150,,
25,AL012022,ALEX,2022-06-04 18:00:00,DB,27.2,-80.4,40,1001,120,,
26,AL012022,ALEX,2022-06-05 00:00:00,TS,28.0,-78.8,40,999,90,37.9,81
27,AL012022,ALEX,2022-06-05 06:00:00,TS,28.8,-77.2,45,995,80,39.7,87
28,AL012022,ALEX,2022-06-05 12:00:00,TS,29.9,-75.0,50,993,80,39.8,84
29,AL012022,ALEX,2022-06-05 18:00:00,TS,31.0,-72.5,60,985,60,40.5,80
30,AL012022,ALEX,2022-06-06 00:00:00,TS,32.1,-70.2,60,984,50,42.1,76
31,AL012022,ALEX,2022-06-06 06:00:00,TS,33.0,-67.8,55,987,50,41.9,79
32,AL012022,ALEX,2022-06-06 12:00:00,LO,33.8,-65.2,55,992,50,,
33,AL012022,ALEX,2022-06-06 18:00:00,LO,34.7,-62.2,50,994,50,,
34,AL012023,UNNAMED,2023-01-15 00:00:00,EX,36.4,-71.3,45,989,80,,
35,AL012023,UNNAMED,2023-01-15 06:00:00,EX,36.8,-70.6,45,986,70,,
36,AL012023,UNNAMED,2023-01-15 12:00:00,EX,37.2,-69.7,45,986,60,,
37,AL012023,UNNAMED,2023-01-15 18:00:00,EX,37.4,-68.8,45,983,50,,
38,AL012023,UNNAMED,2023-01-16 00:00:00,EX,37.5,-68.3,45,983,50,,
39,AL012023,UNNAMED,2023-01-16 06:00:00,EX,37.3,-67.6,50,982,40,,
40,AL012023,UNNAMED,2023-01-16 12:00:00,SS,37.1,-66.1,50,982,40,20.0,36
41,AL012023,UNNAMED,2023-01-16 18:00:00,SS,37.6,-63.6,55,980,30,11.1,48
42,AL012023,UNNAMED,2023-01-17 00:00:00,SS,39.8,-61.6,60,976,30,15.1,4
43,AL012023,UNNAMED,2023-01-17 06:00:00,SS,42.4,-60.6,55,977,30,16.3,11
44,AL012023,UNNAMED,2023-01-17 12:00:00,SS,45.5,-60.0,45,981,40,17.8,25
45,AL012023,UNNAMED,2023-01-17 12:45:00,SS,45.9,-60.0,45,983,40,,
46,AL012023,UNNAMED,2023-01-17 18:00:00,LO,48.4,-60.2,40,988,40,,
47,AL012023,UNNAMED,2023-01-18 00:00:00,LO,50.4,-60.2,35,991,40,,
48,AL012023,UNNAMED,2023-01-18 06:00:00,LO,51.4,-60.2,30,994,40,,
49,AL022021,BILL,2021-06-13 18:00:00,LO,31.9,-78.1,20,1008,60,,
50,AL022021,BILL,2021-06-14 00:00:00,LO,32.5,-77.1,20,1007,40,,
51,AL022021,BILL,2021-06-14 06:00:00,TD,33.2,-75.9,25,1006,40,18.0,78
52,AL022021,BILL,2021-06-14 12:00:00,TD,34.0,-74.5,30,1005,35,18.7,70
53,AL022021,BILL,2021-06-14 18:00:00,TS,34.9,-72.8,35,1003,35,25.2,54
54,AL022021,BILL,2021-06-15 00:00:00,TS,36.0,-70.8,40,1000,35,31.6,59
55,AL022021,BILL,2021-06-15 06:00:00,TS,37.6,-67.8,50,996,30,37.3,67
56,AL022021,BILL,2021-06-15 12:00:00,TS,39.4,-64.0,55,992,30,40.0,70
57,AL022021,BILL,2021-06-15 18:00:00,TS,40.9,-60.8,45,997,40,40.4,68
58,AL022021,BILL,2021-06-16 00:00:00,EX,42.5,-57.9,35,1002,60,,
59,AL022022,BONNIE,2022-06-27 18:00:00,DB,8.3,-50.5,35,1009,120,,
60,AL022022,BONNIE,2022-06-28 00:00:00,DB,8.7,-52.2,35,1009,120,,
61,AL022022,BONNIE,2022-06-28 06:00:00,DB,9.1,-54.2,35,1009,120,,
62,AL022022,BONNIE,2022-06-28 12:00:00,DB,9.6,-56.5,35,1009,110,,
63,AL022022,BONNIE,2022-06-28 18:00:00,DB,10.2,-58.9,35,1009,100,,
64,AL022022,BONNIE,2022-06-29 00:00:00,DB,10.7,-61.6,35,1009,90,,
65,AL022022,BONNIE,2022-06-29 06:00:00,DB,11.1,-64.0,35,1009,80,,
66,AL022022,BONNIE,2022-06-29 12:00:00,DB,11.4,-66.2,35,1009,80,,
67,AL022022,BONNIE,2022-06-29 18:00:00,DB,11.7,-68.0,35,1009,80,,
68,AL022022,BONNIE,2022-06-30 00:00:00,DB,11.9,-69.7,35,1009,80,,
69,AL022022,BONNIE,2022-06-30 06:00:00,DB,12.0,-71.4,35,1009,70,,
70,AL022022,BONNIE,2022-06-30 12:00:00,DB,12.0,-73.1,35,1008,60,,
71,AL022022,BONNIE,2022-06-30 18:00:00,DB,12.0,-74.9,35,1007,60,,
72,AL022022,BONNIE,2022-07-01 00:00:00,DB,11.9,-76.7,35,1005,50,,
73,AL022022,BONNIE,2022-07-01 06:00:00,TS,11.6,-78.5,35,1005,50,4.2,56
74,AL022022,BONNIE,2022-07-01 12:00:00,TS,11.3,-80.2,35,1005,40,5.1,94
75,AL022022,BONNIE,2022-07-01 18:00:00,TS,11.2,-81.8,40,1004,30,4.0,100
76,AL022022,BONNIE,2022-07-02 00:00:00,TS,10.9,-83.1,50,996,10,1.5,13
77,AL022022,BONNIE,2022-07-02 03:00:00,TS,11.0,-83.8,50,996,10,,
78,AL022022,BONNIE,2022-07-02 06:00:00,TS,11.1,-84.5,40,1000,20,2.6,116
79,AL022022,BONNIE,2022-07-02 12:00:00,TS,11.2,-85.9,35,1002,30,2.5,122
80,AL022022,BONNIE,2022-07-02 18:00:00,TS,11.2,-87.4,45,999,20,2.1,263
81,AL022022,BONNIE,2022-07-03 00:00:00,TS,11.2,-88.9,50,997,20,6.5,286
82,AL022022,BONNIE,2022-07-03 06:00:00,TS,11.5,-90.4,50,997,20,8.2,278
83,AL022022,BONNIE,2022-07-03 12:00:00,TS,11.8,-91.9,55,995,20,10.3,268
84,AL022022,BONNIE,2022-07-03 18:00:00,TS,12.2,-93.4,60,993,15,10.4,256
85,AL022022,BONNIE,2022-07-04 00:00:00,HU,12.9,-94.9,65,989,15,7.3,253
86,AL022022,BONNIE,2022-07-04 06:00:00,HU,13.4,-96.6,70,987,15,9.5,230
87,AL022022,BONNIE,2022-07-04 12:00:00,HU,13.6,-98.2,75,984,15,13.5,241
88,AL022022,BONNIE,2022-07-04 18:00:00,HU,13.8,-99.6,85,978,10,14.0,239
89,AL022022,BONNIE,2022-07-05 00:00:00,HU,14.4,-100.9,90,974,10,11.4,225
90,AL022022,BONNIE,2022-07-05 06:00:00,HU,14.9,-102.4,95,968,5,13.0,203
91,AL022022,BONNIE,2022-07-05 12:00:00,HU,15.1,-103.8,100,964,5,14.7,193
92,AL022022,BONNIE,2022-07-05 18:00:00,HU,15.4,-105.1,95,967,5,16.3,187
93,AL022022,BONNIE,2022-07-06 00:00:00,HU,15.6,-106.4,90,970,5,17.4,190
94,AL022022,BONNIE,2022-07-06 06:00:00,HU,15.8,-107.6,85,974,20,15.5,199
95,AL022022,BONNIE,2022-07-06 12:00:00,HU,16.0,-108.5,85,975,20,11.1,197
96,AL022022,BONNIE,2022-07-06 18:00:00,HU,16.3,-109.5,85,975,20,7.8,189
97,AL022022,BONNIE,2022-07-07 00:00:00,HU,16.6,-110.6,80,980,20,5.8,165
98,AL022022,BONNIE,2022-07-07 06:00:00,HU,16.9,-111.8,80,980,20,9.2,159
99,AL022022,BONNIE,2022-07-07 12:00:00,HU,17.2,-113.1,80,980,15,9.8,158
100,AL022022,BONNIE,2022-07-07 18:00:00,HU,17.5,-114.5,85,976,15,6.8,162
101,AL022022,BONNIE,2022-07-08 00:00:00,HU,17.8,-116.1,85,976,15,3.8,185
102,AL022022,BONNIE,2022-07-08 06:00:00,HU,18.0,-117.7,75,982,15,2.9,181
103,AL022022,BONNIE,2022-07-08 12:00:00,HU,18.2,-119.3,65,989,15,4.7,144
104,AL022022,BONNIE,2022-07-08 18:00:00,TS,18.6,-121.0,55,998,20,4.3,149
105,AL022022,BONNIE,2022-07-09 00:00:00,TS,19.0,-122.8,50,1001,20,3.9,164
106,AL022022,BONNIE,2022-07-09 06:00:00,TS,19.2,-124.7,45,1002,20,4.1,129
107,AL022022,BONNIE,2022-07-09 12:00:00,TS,19.4,-126.6,40,1005,20,6.3,116
108,AL022022,BONNIE,2022-07-09 18:00:00,LO,19.5,-128.6,40,1008,25,,
109,AL022022,BONNIE,2022-07-10 00:00:00,LO,19.6,-130.5,35,1008,25,,
110,AL022022,BONNIE,2022-07-10 06:00:00,LO,19.5,-132.3,35,1008,25,,
111,AL022022,BONNIE,2022-07-10 12:00:00,LO,19.4,-134.0,30,1008,25,,
112,AL022022,BONNIE,2022-07-10 18:00:00,LO,19.4,-135.5,25,1010,25,,
113,AL022022,BONNIE,2022-07-11 00:00:00,LO,19.4,-136.9,25,1010,25,,
114,AL022023,ARLENE,2023-05-31 18:00:00,LO,26.4,-85.9,20,1009,100,,
115,AL022023,ARLENE,2023-06-01 00:00:00,LO,26.7,-85.7,20,1008,100,,
116,AL022023,ARLENE,2023-06-01 06:00:00,LO,27.2,-85.8,25,1008,90,,
117,AL022023,ARLENE,2023-06-01 12:00:00,TD,27.7,-86.2,30,1007,70,38.4,90
118,AL022023,ARLENE,2023-06-01 18:00:00,TD,28.0,-86.5,30,1007,50,35.6,87
119,AL022023,ARLENE,2023-06-02 00:00:00,TD,27.7,-86.5,30,1006,40,40.3,86
120,AL022023,ARLENE,2023-06-02 06:00:00,TS,27.3,-86.4,35,1004,40,41.3,92
121,AL022023,ARLENE,2023-06-02 12:00:00,TS,27.0,-86.3,35,1002,40,42.1,96
122,AL022023,ARLENE,2023-06-02 18:00:00,TS,26.7,-86.0,35,1000,40,42.2,95
123,AL022023,ARLENE,2023-06-03 00:00:00,TS,25.9,-85.7,35,998,50,40.2,93
124,AL022023,ARLENE,2023-06-03 06:00:00,TD,25.0,-85.6,30,999,50,39.3,94
125,AL022023,ARLENE,2023-06-03 12:00:00,LO,24.4,-85.3,25,1000,40,,
126,AL022023,ARLENE,2023-06-03 18:00:00,LO,23.9,-85.0,25,1001,40,,
127,AL022023,ARLENE,2023-06-04 00:00:00,LO,23.5,-84.1,25,1002,40,,
128,AL022023,ARLENE,2023-06-04 06:00:00,LO,23.3,-83.0,25,1002,30,,
129,AL032021,CLAUDETTE,2021-06-17 18:00:00,DB,22.5,-92.2,25,1008,150,,
130,AL032021,CLAUDETTE,2021-06-18 00:00:00,DB,23.5,-91.8,30,1007,140,,
131,AL032021,CLAUDETTE,2021-06-18 06:00:00,DB,24.6,-91.4,35,1007,130,,
132,AL032021,CLAUDETTE,2021-06-18 12:00:00,DB,25.9,-91.2,35,1007,120,,
133,AL032021,CLAUDETTE,2021-06-18 18:00:00,DB,27.2,-91.1,40,1006,120,,
134,AL032021,CLAUDETTE,2021-06-19 00:00:00,TS,28.4,-91.2,40,1005,120,27.1,82
135,AL032021,CLAUDETTE,2021-06-19 04:30:00,TS,29.2,-91.0,40,1003,120,,
136,AL032021,CLAUDETTE,2021-06-19 06:00:00,TS,29.5,-90.8,40,1003,120,30.0,105
137,AL032021,CLAUDETTE,2021-06-19 12:00:00,TS,30.6,-89.9,35,1004,120,23.4,108
138,AL032021,CLAUDETTE,2021-06-19 18:00:00,TD,31.5,-88.8,30,1005,120,22.0,92
139,AL032021,CLAUDETTE,2021-06-20 00:00:00,TD,32.4,-87.8,25,1005,120,26.9,95
140,AL032021,CLAUDETTE,2021-06-20 06:00:00,TD,33.1,-86.5,25,1006,120,24.4,113
141,AL032021,CLAUDETTE,2021-06-20 12:00:00,TD,33.5,-84.8,25,1007,120,14.7,115
142,AL032021,CLAUDETTE,2021-06-20 18:00:00,TD,33.8,-83.1,25,1008,120,16.4,104
143,AL032021,CLAUDETTE,2021-06-21 00:00:00,TD,34.2,-81.2,30,1007,120,15.3,123
144,AL032021,CLAUDETTE,2021-06-21 06:00:00,TS,35.0,-79.1,40,1006,110,8.2,130
145,AL032021,CLAUDETTE,2021-06-21 12:00:00,TS,36.0,-76.5,40,1005,110,2.6,65
146,AL032021,CLAUDETTE,2021-06-21 18:00:00,TS,37.0,-73.5,40,1004,110,6.7,110
147,AL032021,CLAUDETTE,2021-06-22 00:00:00,TS,38.4,-70.7,40,1004,100,9.0,163
148,AL032021,CLAUDETTE,2021-06-22 06:00:00,EX,39.7,-67.8,40,1004,100,,
149,AL032021,CLAUDETTE,2021-06-22 12:00:00,EX,41.2,-65.2,40,1004,100,,
150,AL032021,CLAUDETTE,2021-06-22 18:00:00,EX,42.6,-62.4,40,1004,100,,
151,AL032021,CLAUDETTE,2021-06-23 00:00:00,EX,44.1,-59.6,35,1004,100,,
152,AL032022,COLIN,2022-07-01 18:00:00,TD,31.8,-80.5,30,1014,50,22.2,137
153,AL032022,COLIN,2022-07-01 23:30:00,TS,32.4,-80.5,35,1011,50,,
154,AL032022,COLIN,2022-07-02 00:00:00,TS,32.5,-80.4,35,1011,50,25.9,144
155,AL032022,COLIN,2022-07-02 06:00:00,TS,33.0,-79.9,35,1011,50,26.1,152
156,AL032022,COLIN,2022-07-02 12:00:00,TS,33.4,-79.4,35,1011,50,22.9,147
157,AL032022,COLIN,2022-07-02 18:00:00,TD,33.8,-78.9,30,1015,50,21.1,142
158,AL032023,BRET,2023-06-19 06:00:00,TD,10.7,-37.3,30,1009,60,13.9,29
159,AL032023,BRET,2023-06-19 12:00:00,TD,10.9,-39.1,30,1009,60,9.9,22
160,AL032023,BRET,2023-06-19 18:00:00,TS,11.1,-40.9,35,1008,40,8.3,2
161,AL032023,BRET,2023-06-20 00:00:00,TS,11.3,-42.7,35,1008,40,10.0,356
162,AL032023,BRET,2023-06-20 06:00:00,TS,11.5,-44.5,35,1008,40,10.4,20
163,AL032023,BRET,2023-06-20 12:00:00,TS,11.7,-46.3,35,1008,40,8.9,40
164,AL032023,BRET,2023-06-20 18:00:00,TS,12.0,-48.0,40,1006,30,8.4,55
165,AL032023,BRET,2023-06-21 00:00:00,TS,12.4,-49.4,45,1004,30,11.3,53
166,AL032023,BRET,2023-06-21 06:00:00,TS,12.7,-50.7,50,1001,20,11.3,71
167,AL032023,BRET,2023-06-21 12:00:00,TS,13.0,-52.0,50,1001,20,10.6,87
168,AL032023,BRET,2023-06-21 18:00:00,TS,13.3,-53.3,55,1000,20,11.3,77
169,AL032023,BRET,2023-06-22 00:00:00,TS,13.4,-54.6,55,999,20,14.8,68
170,AL032023,BRET,2023-06-22 06:00:00,TS,13.5,-55.9,60,996,20,16.5,72
171,AL032023,BRET,2023-06-22 12:00:00,TS,13.5,-57.3,60,998,20,17.7,76
172,AL032023,BRET,2023-06-22 18:00:00,TS,13.4,-58.8,55,1000,30,19.1,68
173,AL032023,BRET,2023-06-23 00:00:00,TS,13.3,-60.3,55,1001,30,22.8,62
174,AL032023,BRET,2023-06-23 03:15:00,TS,13.3,-61.2,55,1001,30,,
175,AL032023,BRET,2023-06-23 06:00:00,TS,13.3,-62.0,50,1001,30,24.6,79
176,AL032023,BRET,2023-06-23 12:00:00,TS,13.2,-63.8,50,1002,30,26.7,103
177,AL032023,BRET,2023-06-23 18:00:00,TS,13.1,-65.6,45,1003,30,23.7,117
178,AL032023,BRET,2023-06-24 00:00:00,TS,13.0,-67.4,45,1004,30,23.9,111
179,AL032023,BRET,2023-06-24 06:00:00,TS,13.0,-69.2,40,1005,30,29.5,115
180,AL032023,BRET,2023-06-24 12:00:00,TS,13.0,-70.9,40,1007,40,30.8,127
181,AL042021,DANNY,2021-06-27 18:00:00,TD,29.8,-72.8,30,1013,40,10.3,237
182,AL042021,DANNY,2021-06-28 00:00:00,TD,30.1,-74.5,30,1013,40,7.9,233
183,AL042021,DANNY,2021-06-28 06:00:00,TS,30.7,-76.1,35,1011,40,11.1,241
184,AL042021,DANNY,2021-06-28 12:00:00,TS,31.5,-77.6,35,1011,30,14.5,288
185,AL042021,DANNY,2021-06-28 18:00:00,TS,32.0,-79.5,40,1009,30,7.2,318
186,AL042021,DANNY,2021-06-28 23:20:00,TS,32.3,-80.5,35,1010,30,,
187,AL042021,DANNY,2021-06-29 00:00:00,TD,32.4,-80.7,30,1011,30,1.4,7
188,AL042023,CINDY,2023-06-22 00:00:00,TD,10.4,-39.9,30,1008,50,11.9,277
189,AL042023,CINDY,2023-06-22 06:00:00,TD,10.7,-41.1,30,1008,50,7.0,265
190,AL042023,CINDY,2023-06-22 12:00:00,TD,11.0,-42.3,30,1008,50,3.9,261
191,AL042023,CINDY,2023-06-22 18:00:00,TD,11.3,-43.5,30,1008,50,1.7,260
192,AL042023,CINDY,2023-06-23 00:00:00,TS,11.5,-44.8,35,1007,40,1.0,46
193,AL042023,CINDY,2023-06-23 06:00:00,TS,11.8,-46.1,40,1006,40,4.5,111
194,AL042023,CINDY,2023-06-23 12:00:00,TS,12.2,-47.5,45,1005,40,7.9,121
195,AL042023,CINDY,2023-06-23 18:00:00,TS,12.8,-48.8,45,1005,40,7.6,101
196,AL042023,CINDY,2023-06-24 00:00:00,TS,13.6,-50.0,45,1005,40,11.2,86
197,AL042023,CINDY,2023-06-24 06:00:00,TS,14.6,-51.2,50,1004,30,15.1,87
198,AL042023,CINDY,2023-06-24 12:00:00,TS,15.7,-52.5,50,1004,30,17.0,85
199,AL042023,CINDY,2023-06-24 18:00:00,TS,16.8,-53.9,50,1005,40,17.5,69
200,AL042023,CINDY,2023-06-25 00:00:00,TS,18.2,-55.2,45,1006,40,22.8,57
201,AL042023,CINDY,2023-06-25 06:00:00,TS,19.4,-56.4,45,1007,40,29.1,63
202,AL042023,CINDY,2023-06-25 12:00:00,TS,20.5,-57.6,40,1009,50,31.1,75
203,AL042023,CINDY,2023-06-25 18:00:00,TS,21.6,-58.8,40,1010,60,28.8,76
204,AL042023,CINDY,2023-06-26 00:00:00,TS,22.5,-59.9,35,1011,60,27.8,75
205,AL052021,ELSA,2021-06-30 18:00:00,TD,9.4,-42.8,30,1008,60,14.1,190
206,AL052021,ELSA,2021-07-01 00:00:00,TS,9.3,-45.3,35,1007,60,10.8,184
207,AL052021,ELSA,2021-07-01 06:00:00,TS,9.4,-47.7,35,1006,50,14.1,172
208,AL052021,ELSA,2021-07-01 12:00:00,TS,9.9,-50.2,40,1005,50,14.1,176
209,AL052021,ELSA,2021-07-01 18:00:00,TS,10.7,-52.6,45,1004,50,10.1,173
210,AL052021,ELSA,2021-07-02 00:00:00,TS,11.5,-55.0,50,1002,40,8.7,144
211,AL052021,ELSA,2021-07-02 06:00:00,TS,12.3,-57.3,55,1000,30,14.4,137
212,AL052021,ELSA,2021-07-02 12:00:00,HU,13.0,-59.8,65,995,20,17.8,148
213,AL052021,ELSA,2021-07-02 18:00:00,HU,13.8,-62.4,75,991,15,16.1,158
214,AL052021,ELSA,2021-07-03 00:00:00,HU,14.7,-65.1,70,995,15,15.1,144
215,AL052021,ELSA,2021-07-03 06:00:00,HU,15.7,-67.9,65,998,15,18.0,141
216,AL052021,ELSA,2021-07-03 12:00:00,TS,16.6,-70.3,60,1000,15,20.4,143
217,AL052021,ELSA,2021-07-03 18:00:00,TS,17.2,-72.5,60,1002,20,18.5,140
218,AL052021,ELSA,2021-07-04 00:00:00,TS,17.6,-74.4,55,1004,20,14.5,131
219,AL052021,ELSA,2021-07-04 06:00:00,TS,18.0,-75.5,55,1006,20,16.0,127
220,AL052021,ELSA,2021-07-04 12:00:00,TS,18.5,-76.5,50,1007,20,21.5,129
221,AL052021,ELSA,2021-07-04 18:00:00,TS,19.3,-77.6,50,1007,20,19.6,128
222,AL052021,ELSA,2021-07-05 00:00:00,TS,20.1,-78.6,55,1005,20,16.9,122
223,AL052021,ELSA,2021-07-05 06:00:00,TS,20.7,-79.6,55,1005,20,17.7,122
224,AL052021,ELSA,2021-07-05 12:00:00,TS,21.3,-80.7,55,1005,20,17.8,122
225,AL052021,ELSA,2021-07-05 18:00:00,TS,22.1,-81.5,55,1005,20,14.5,114
226,AL052021,ELSA,2021-07-05 18:30:00,TS,22.2,-81.6,55,1005,20,,
227,AL052021,ELSA,2021-07-06 00:00:00,TS,22.9,-82.0,50,1005,20,14.8,102
228,AL052021,ELSA,2021-07-06 06:00:00,TS,23.7,-82.4,50,1005,20,19.8,105
229,AL052021,ELSA,2021-07-06 12:00:00,TS,24.6,-82.7,55,1003,20,19.4,108
230,AL052021,ELSA,2021-07-06 18:00:00,TS,25.5,-82.9,60,997,20,22.4,107
231,AL052021,ELSA,2021-07-07 00:00:00,HU,26.6,-83.2,65,996,20,24.5,118
232,AL052021,ELSA,2021-07-07 06:00:00,TS,27.8,-83.5,55,998,20,24.2,122
233,AL052021,ELSA,2021-07-07 12:00:00,TS,29.1,-83.6,55,999,25,21.7,115
234,AL052021,ELSA,2021-07-07 14:30:00,TS,29.8,-83.5,55,1000,25,,
235,AL052021,ELSA,2021-07-07 18:00:00,TS,30.3,-83.4,45,1002,40,22.7,116
236,AL052021,ELSA,2021-07-08 00:00:00,TS,31.5,-82.7,45,1005,60,21.3,125
237,AL052021,ELSA,2021-07-08 06:00:00,TS,32.8,-81.8,40,1006,75,18.2,124
238,AL052021,ELSA,2021-07-08 12:00:00,TS,34.2,-80.5,40,1006,90,18.6,109
239,AL052021,ELSA,2021-07-08 18:00:00,TS,35.5,-79.0,45,1004,90,20.2,105
240,AL052021,ELSA,2021-07-09 00:00:00,TS,36.8,-77.4,45,1003,90,19.4,110
241,AL052021,ELSA,2021-07-09 06:00:00,TS,38.4,-75.5,50,1001,75,17.9,94
242,AL052021,ELSA,2021-07-09 12:00:00,TS,40.3,-73.1,50,999,70,23.0,58
243,AL052021,ELSA,2021-07-09 15:00:00,TS,40.9,-72.3,50,999,70,,
244,AL052021,ELSA,2021-07-09 16:30:00,TS,41.4,-71.7,50,999,70,,
245,AL052021,ELSA,2021-07-09 18:00:00,EX,42.0,-71.0,45,999,70,,
246,AL052021,ELSA,2021-07-10 00:00:00,EX,44.0,-68.3,40,997,70,,
247,AL052021,ELSA,2021-07-10 06:00:00,EX,46.8,-64.4,35,999,70,,
248,AL052022,DANIELLE,2022-08-31 12:00:00,LO,37.5,-46.6,25,1016,60,,
249,AL052022,DANIELLE,2022-08-31 18:00:00,LO,37.8,-46.1,25,1015,50,,
250,AL052022,DANIELLE,2022-09-01 00:00:00,LO,38.0,-45.6,25,1014,45,,
251,AL052022,DANIELLE,2022-09-01 06:00:00,TD,38.1,-45.2,30,1011,35,8.3,152
252,AL052022,DANIELLE,2022-09-01 12:00:00,TS,38.1,-44.8,35,1007,30,9.7,129
253,AL052022,DANIELLE,2022-09-01 18:00:00,TS,38.0,-44.4,45,1002,25,11.7,140
254,AL052022,DANIELLE,2022-09-02 00:00:00,TS,37.9,-44.1,55,996,20,9.5,146
255,AL052022,DANIELLE,2022-09-02 06:00:00,TS,37.8,-43.8,60,990,15,14.0,144
256,AL052022,DANIELLE,2022-09-02 12:00:00,HU,37.8,-43.6,65,986,15,11.3,138
257,AL052022,DANIELLE,2022-09-02 18:00:00,HU,37.9,-43.5,65,985,15,8.2,109
258,AL052022,DANIELLE,2022-09-03 00:00:00,HU,38.0,-43.6,65,986,15,6.3,96
259,AL052022,DANIELLE,2022-09-03 06:00:00,TS,38.0,-43.8,60,989,20,4.3,111
260,AL052022,DANIELLE,2022-09-03 12:00:00,TS,38.0,-44.2,60,989,20,1.9,150
261,AL052022,DANIELLE,2022-09-03 18:00:00,TS,38.0,-44.6,60,989,25,2.1,81
262,AL052022,DANIELLE,2022-09-04 00:00:00,HU,37.9,-45.0,65,986,25,3.5,107
263,AL052022,DANIELLE,2022-09-04 06:00:00,HU,37.9,-45.3,70,982,30,5.1,110
264,AL052022,DANIELLE,2022-09-04 12:00:00,HU,38.1,-45.4,70,979,35,10.2,94
265,AL052022,DANIELLE,2022-09-04 18:00:00,HU,38.4,-45.2,75,976,40,12.2,96
266,AL052022,DANIELLE,2022-09-05 00:00:00,HU,38.7,-45.0,75,975,40,14.9,90
267,AL052022,DANIELLE,2022-09-05 06:00:00,HU,39.2,-44.6,75,975,40,12.4,89
268,AL052022,DANIELLE,2022-09-05 12:00:00,HU,39.9,-44.1,75,975,40,14.7,60
269,AL052022,DANIELLE,2022-09-05 18:00:00,HU,40.6,-43.6,75,976,40,19.0,59
270,AL052022,DANIELLE,2022-09-06 00:00:00,HU,41.3,-43.1,70,980,45,22.2,49
271,AL052022,DANIELLE,2022-09-06 06:00:00,HU,41.8,-42.5,65,982,45,22.6,48
272,AL052022,DANIELLE,2022-09-06 12:00:00,HU,42.1,-41.8,65,982,50,24.2,40
273,AL052022,DANIELLE,2022-09-06 18:00:00,HU,42.3,-41.0,65,980,55,23.9,36
274,AL052022,DANIELLE,2022-09-07 00:00:00,HU,42.5,-39.9,65,978,60,25.4,46
275,AL052022,DANIELLE,2022-09-07 06:00:00,HU,42.9,-38.6,70,974,60,23.4,53
276,AL052022,DANIELLE,2022-09-07 12:00:00,HU,43.5,-37.2,70,972,60,25.8,54
277,AL052022,DANIELLE,2022-09-07 18:00:00,HU,44.4,-35.6,70,972,60,29.1,52
278,AL052022,DANIELLE,2022-09-08 00:00:00,HU,45.3,-33.9,65,973,60,32.5,56
279,AL052022,DANIELLE,2022-09-08 06:00:00,TS,46.2,-32.4,60,974,60,28.4,62
280,AL052022,DANIELLE,2022-09-08 12:00:00,EX,47.3,-31.4,55,975,60,,
281,AL052022,DANIELLE,2022-09-08 18:00:00,EX,48.5,-30.8,55,975,60,,
282,AL052022,DANIELLE,2022-09-09 00:00:00,EX,49.8,-30.5,55,975,60,,
